"BANQUE CENTRALE-SUPELEC","CENTRALE MARSEILLE","3026","22.1","23.2","1254","19.2","19.9","1137","19.1","19.6","982","76","17.1","25","80"
"BANQUE CENTRALE-SUPELEC","CENTRALE CASABLANCA","559","18.6","29.9","62","4.8","25.8","58","5.2","24.1","48","0","0","0","10"
"BANQUE CENTRALE-SUPELEC","ECOLE NAVALE Brest","492","17.9","32.1","209","16.7","41.6","93","18.3","49.5","65","28","7.1","50","28"
"BANQUE CENTRALE-SUPELEC","ENSEA Cergy","1502","22.6","22.1","1081","22.6","19.2","689","22.5","17.4","679","49","14.3","14.3","60"
"BANQUE CENTRALE-SUPELEC","Universite de Technologie de Troyes (UTT)","542","25.1","22.5","138","22.5","9.4","116","24.1","9.5","112","0","0","0","10"
"BANQUE CENTRALE-SUPELEC","CENTRALE PARIS - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","17","17.6","11.8","15"
"BANQUE CENTRALE-SUPELEC","SUPELEC - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"38","5","20","60","5"
"BANQUE CENTRALE-SUPELEC","CENTRALE LYON - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"47","8","12.5","37.5","8"
"BANQUE CENTRALE-SUPELEC","CENTRALE LILLE - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"54","3","0","0","3"
"BANQUE CENTRALE-SUPELEC","CENTRALE NANTES - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"50","2","50","0","5"
"BANQUE CENTRALE-SUPELEC","Institut d optique Graduate School (SupOptique) - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"111","1","0","100","3"
"BANQUE CENTRALE-SUPELEC","CENTRALE MARSEILLE - CI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"62","2","0","0","2"
"BANQUE CENTRALE-SUPELEC","Cycle International Centrale-Supelec","739","26.4","12.2","313","21.1","13.4","277","23.5","13.7",NULL,"38",NULL,NULL,"41"
"BANQUE CENTRALE-SUPELEC","CENTRALE CASABLANCA - CI","739","26.4","12.2","313","21.1","13.4","277","23.5","13.7","234","27","18.5","7.4","70"
"CONCOURS COMMUN MINES-PONTS","MINES ParisTech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"216","48","27.1","6.2","48"
"CONCOURS COMMUN MINES-PONTS","MINES de NANCY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1203","48","31.2","20.8","50"
"CONCOURS COMMUN MINES-PONTS","MINES de SAINT-ETIENNE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1357","40","22.5","35","40"
"CONCOURS COMMUN MINES-PONTS","PONTS ParisTech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"517","75","21.3","17.3","70"
"CONCOURS COMMUN MINES-PONTS","ISAE - SUPAERO Toulouse",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"817","66","15.2","18.2","70"
"CONCOURS COMMUN MINES-PONTS","ENSTA ParisTech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"876","55","20","25.5","56"
"CONCOURS COMMUN MINES-PONTS","TELECOM ParisTech cursus Paris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"894","60","16.7","18.3","58"
"CONCOURS COMMUN MINES-PONTS","TELECOM ParisTech cursus Sophia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1005","14","35.7","21.4","23"
"CONCOURS COMMUN MINES-PONTS","IMT Atlantique ex Telecom Bretagne cursus Brest-Rennes-Toulouse",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1627","57","21.1","28.1","65"
"CONCOURS COMMUN MINES-PONTS","IMT Atlantique ex Telecom Bretagne cursus Sophia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1259","3","33.3","33.3","3"
"CONCOURS COMMUN MINES-PONTS","ENSAE ParisTech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1063","52","25","34.6","50"
"CONCOURS COMMUN MINES-PONTS","Concours Commun Mines Ponts MP","5607","21.3","20.9","1867","16.7","20.5","1778","16.8","20.6",NULL,"518",NULL,NULL,"533"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSMM Besancon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3342","31","22.6","32.3","44"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSC Bordeaux",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2892","7","57.1","0","6"
"CONCOURS COMMUNS POLYTECHNIQUES","Bordeaux INP - ENSEIRB-MATMECA Electronique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2835","38","10.5","23.7","35"
"CONCOURS COMMUNS POLYTECHNIQUES","Bordeaux INP - ENSEIRB-MATMECA Informatique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2425","53","18.9","22.6","52"
"CONCOURS COMMUNS POLYTECHNIQUES","Bordeaux INP - ENSEIRB-MATMECA Mathematiques et Mecanique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2334","33","18.2","18.2","33"
"CONCOURS COMMUNS POLYTECHNIQUES","Bordeaux INP - ENSEIRB-MATMECA Telecom.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2734","32","21.9","28.1","28"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSICAEN Electronique et Physique Appliquee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3421","17","29.4","58.8","20"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSICAEN Informatique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3301","21","0","42.9","30"
"CONCOURS COMMUNS POLYTECHNIQUES","EISTI Cergy - Pau",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3915","46","17.4","26.1","46"
"CONCOURS COMMUNS POLYTECHNIQUES","ISIMA Clermont-Ferrand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3682","46","15.2","26.1","40"
"CONCOURS COMMUNS POLYTECHNIQUES","Grenoble INP - ENSIMAG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"997","120","15","30","120"
"CONCOURS COMMUNS POLYTECHNIQUES","Grenoble INP - Esisar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2352","8","12.5","25","11"
"CONCOURS COMMUNS POLYTECHNIQUES","Grenoble INP - Pagora",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3808","8","37.5","25","10"
"CONCOURS COMMUNS POLYTECHNIQUES","Grenoble INP - Phelma (Physique Electronique Telecoms)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1767","48","22.9","29.2","58"
"CONCOURS COMMUNS POLYTECHNIQUES","Grenoble INP - Phelma (Physique Materiaux Procedes)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1338","31","19.4","29","38"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSC Lille",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3221","0","0","0","2"
"CONCOURS COMMUNS POLYTECHNIQUES","CPE LYON Electronique Informatique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3804","13","0","46.2","12"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSEM Nancy Energie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3550","28","21.4","28.6","35"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSEM Nancy Specialite des systemes numeriques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3374","8","25","12.5","10"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSG Nancy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3127","5","40","20","5"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSIC Nancy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3509","11","54.5","9.1","7"
"CONCOURS COMMUNS POLYTECHNIQUES","Chimie ParisTech",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"764","0","0","0","3"
"CONCOURS COMMUNS POLYTECHNIQUES","SUPMECA Paris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2775","40","25","22.5","45"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSGTI Pau - Energetique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3818","8","25","37.5","10"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSI Poitiers Eau et Genie Civil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3581","7","0","28.6","6"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSI Poitiers Energie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3798","15","33.3","33.3","17"
"CONCOURS COMMUNS POLYTECHNIQUES","ISAE-ENSMA Poitiers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1954","56","17.9","25","55"
"CONCOURS COMMUNS POLYTECHNIQUES","ENGEES Strasbourg Civil (etudiant)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3684","7","85.7","28.6","8"
"CONCOURS COMMUNS POLYTECHNIQUES","ENGEES Strasbourg Civil (apprenti)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3241","1","100","0","1"
"CONCOURS COMMUNS POLYTECHNIQUES","ENGEES Strasbourg Fonctionnaire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3300","4","50","25","4"
"CONCOURS COMMUNS POLYTECHNIQUES","TELECOM PHYSIQUE Strasbourg",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2957","33","30.3","6.1","31"
"CONCOURS COMMUNS POLYTECHNIQUES","SeaTech Toulon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3337","20","50","35","20"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSEEIHT Toulouse Electronique et Traitement du Signal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2173","19","5.3","26.3","16"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSEEIHT Toulouse Genie Electrique et Automatique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1858","14","21.4","7.1","15"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSEEIHT Toulouse Hydraulique et Mecanique des Fluides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1798","18","44.4","16.7","17"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSEEIHT Toulouse Informatique et Mathematiques appliquees",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1567","59","13.6","23.7","58"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSEEIHT Toulouse Telecom.reseaux",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1891","28","25","7.1","27"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSIACET Toulouse Genie Industriel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2876","15","33.3","33.3","17"
"CONCOURS COMMUNS POLYTECHNIQUES","INP-ENSIACET Toulouse Genie des Procedes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3008","7","57.1","14.3","11"
"CONCOURS COMMUNS POLYTECHNIQUES","ENAC Toulouse Civil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1345","41","17.1","24.4","39"
"CONCOURS COMMUNS POLYTECHNIQUES","ENAC Toulouse Fonctionnaire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"172","6","0","0","6"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSIAME Valenciennes Informatique et Genie Industriel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3481","5","0","40","7"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSIAME Valenciennes Meca Energ.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3699","11","9.1","27.3","18"
"CONCOURS COMMUNS POLYTECHNIQUES","ENSIAME Valenciennes Mecatronique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3447","11","18.2","9.1","10"
"CONCOURS COMMUNS POLYTECHNIQUES","Concours Commun Polytechnique MP","7152","24.7","19.3","4802","22.6","20.5","3946","22.8","21.7",NULL,"1074",NULL,NULL,"1153"
"BANQUE EPREUVES C.C.P Inter-Filiere","ECOLE DE L AIR Pilote","528","18.4","29","205","15.6","43.4","30","3.3","66.7","74","12","0","91.7","44"
"BANQUE EPREUVES C.C.P Inter-Filiere","ECOLE DE L AIR Base","514","20","30.5","201","17.9","45.3","46","10.9","60.9","80","3","33.3","33.3","6"
"BANQUE EPREUVES C.C.P Inter-Filiere","ECOLE DE L AIR Meca","490","19.4","29.4","187","17.1","43.3","60","18.3","60","132","3","66.7","66.7","13"
"BANQUE EPREUVES C.C.P Inter-Filiere","EEIGM Nancy - Groupe INP","606","34.5","16.5","298","42.3","14.8","15","53.3","6.7","32","2","0","0","10"
"BANQUE EPREUVES C.C.P Inter-Filiere","ENSIL-ENSCI Limoges, Materiaux Ceramiques","487","33.9","17.7","296","35.1","14.9","26","69.2","15.4","167","2","50","50","45"
"BANQUE EPREUVES C.C.P Inter-Filiere","ENSGSI Nancy - Groupe INP","864","33.8","17.8","467","31.9","15.2","96","39.6","15.6","180","7","71.4","14.3","35"
"BANQUE EPREUVES C.C.P Inter-Filiere","ESM Saint-Cyr","536","15.7","29.1","179","13.4","42.5","86","7","44.2","216","34","2.9","44.1","74"
"BANQUE EPREUVES C.C.P Inter-Filiere","Grenoble INP - Genie Industriel","1660","30.8","18.4","655","29.6","19.1","115","40","16.5","332","15","66.7","13.3","80"
"BANQUE EPREUVES C.C.P","ENSAI Rennes Civil","1819","27.4","22.9","1182","26.6","23.6","828","27.1","26.4","446","50","32","30","48"
"BANQUE EPREUVES C.C.P","ENSAI Rennes Fonctionnaire (Attache INSEE)","1184","25.4","24.8","862","26.2","25.9","653","27.3","28.9","532","28","21.4","42.9","28"
"BANQUE EPREUVES C.C.P","ENSISA Mulhouse Informatique et reseaux",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"85","6","0","33.3","5"
"BANQUE EPREUVES C.C.P","ENSISA Mulhouse Mecanique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"106","7","14.3","14.3","5"
"BANQUE EPREUVES C.C.P","ENSISA Mulhouse Automatique et Systemes Embarques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"97","6","16.7","33.3","3"
"BANQUE EPREUVES C.C.P","ENSISA Mulhouse Textile et Fibres",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"108","3","66.7","66.7","2"
"BANQUE EPREUVES C.C.P","ENSISA Mulhouse MP","1040","29.8","18.3","708","29.2","15.5","141","29.1","25.5",NULL,"22",NULL,NULL,"15"
"BANQUE EPREUVES C.C.P","ENSTIB Epinal","383","31.9","18.8","255","35.7","12.9","26","50","3.8","21","7","28.6","0","6"
"BANQUE EPREUVES C.C.P","EOST Strasbourg","561","34.8","19.3","350","37.7","16.9","74","47.3","14.9","37","11","36.4","18.2","11"
"CONCOURS COMMUN TPE","ENTPE Lyon Civil","2511","27.7","23.7","1557","26.7","26.6","438","37","29","357","15","66.7","26.7","15"
"CONCOURS COMMUN TPE","ENTPE Lyon Fonctionnaire","2511","27.7","23.7","1557","26.7","26.6","438","37","29","343","29","44.8","20.7","29"
"CONCOURS COMMUN TPE","ENTPE Lyon Etranger","2511","27.7","23.7","151","33.8","17.9","23","34.8","17.4","12","1","0","0","1"
"CONCOURS COMMUN TPE","EIVP Paris Civil","2511","27.7","23.7","1708","27.3","25.8","470","37","28.3","461","23","52.2","21.7","23"
"CONCOURS COMMUN TPE","EIVP Paris Fonctionnaire","2511","27.7","23.7","1557","26.7","26.6","443","36.8","29.1","362","4","100","0","4"
"CONCOURS COMMUN TPE","Mines de Douai Fonct.","2511","27.7","23.7","1557","26.7","26.6","438","37","29","265","4","25","75","4"
"Concours Mines - Telecom","Ecole des Mines d Albi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1938","52","44.2","30.8","55"
"Concours Mines - Telecom","Ecole des Mines d Ales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2151","59","23.7","20.3","56"
"Concours Mines - Telecom","ENSIIE Evry",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2515","97","18.6","18.6","85"
"Concours Mines - Telecom","ENSTA Bretagne (filiere sous statut etudiant)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1507","47","21.3","19.1","45"
"Concours Mines - Telecom","IMT Atlantique - ingenieur Mines Nantes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"900","61","31.1","37.7","58"
"Concours Mines - Telecom","IMT Lille Douai - ingenieur Mines Douai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2108","55","21.8","16.4","55"
"Concours Mines - Telecom","IMT Lille Douai - ingenieur Telecom Lille",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1991","16","18.8","18.8","16"
"Concours Mines - Telecom","Mines Saint Etienne-ISMIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1797","24","20.8","33.3","25"
"Concours Mines - Telecom","TELECOM PHYSIQUE Strasbourg - RT-INOC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2458","8","37.5","37.5","8"
"Concours Mines - Telecom","Telecom Physique Strasbourg TI-Sante",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1940","8","50","12.5","8"
"Concours Mines - Telecom","TELECOM SudParis - cursus Evry",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1287","92","21.7","37","85"
"Concours Mines - Telecom","TELECOM SudParis - cursus Sophia-Antipolis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"992","2","0","50","4"
"Concours Mines - Telecom","Concours Mines-Telecom","4965","23.4","21.1","2809","23","22.6","2570","22.8","23",NULL,"521",NULL,NULL,"500"
"Concours Mines - Telecom","ENSTA Bretagne (filiere sous statut IETA - Direction Generale de l Armement)","4965","23.4","21.1","2507","21.7","23.1","2118","21","25.5","1148","13","15.4","46.2","13"
"Concours Mines - Telecom","ENSG-Geomatique Marne la Vallee Civil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2497","10","40","0","9"
"Concours Mines - Telecom","ENSSAT Lannion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2760","28","17.9","14.3","27"
"Concours Mines - Telecom","TELECOM Nancy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2415","52","7.7","11.5","50"
"Concours Mines - Telecom","TELECOM St Etienne - Statut etudiant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2451","16","6.2","25","21"
"Concours Mines - Telecom","Concours Mines Telecom Specifique MP","4965","23.4","21.1","3945","23.9","21","3193","23.5","21.5",NULL,"106",NULL,NULL,"107"
"CONCOURS ENSAM","Arts et Metiers","1923","26.2","24.1","234","24.8","39.3","180","23.9","40.6","180","44","27.3","52.3","40"
"CONCOURS ENSAM","ESTP Paris - Bâtiment (B) – campus de Troyes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"763","6","33.3","50","3"
"CONCOURS ENSAM","ESTP Paris - Bâtiment (B) - campus de Cachan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"745","62","41.9","19.4","62"
"CONCOURS ENSAM","ESTP Paris - Topographie (T)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"794","12","0","16.7","10"
"CONCOURS ENSAM","ESTP Paris - Genie Mecanique et Electrique(GME)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"757","18","16.7","22.2","24"
"CONCOURS ENSAM","ESTP Paris - Travaux Publics (TP)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"689","58","20.7","24.1","63"
"CONCOURS ENSAM","ESTP","1126","28.3","24.8","932","29.2","24.6","796","30.3","25.1",NULL,"156",NULL,NULL,"162"
"CONCOURS POLYTECH Inter-Filiere","ESIPE Creteil - Systemes d information",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5075","0","0","0","10"
"CONCOURS POLYTECH Inter-Filiere","ENSIBS Lorient",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5060","3","33.3","0","12"
"CONCOURS POLYTECH Inter-Filiere","ENSIM Le Mans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4985","2","50","0","6"
"CONCOURS POLYTECH Inter-Filiere","ESBS Strasbourg",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"766","0","0","0","3"
"CONCOURS POLYTECH Inter-Filiere","ESI Reims",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4816","4","25","25","10"
"CONCOURS POLYTECH Inter-Filiere","ESIAB Brest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4062","0","0","0","3"
"CONCOURS POLYTECH Inter-Filiere","ESIR Rennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5075","3","33.3","33.3","20"
"CONCOURS POLYTECH Inter-Filiere","ESIREM Dijon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5058","0","0","0","5"
"CONCOURS POLYTECH Inter-Filiere","ESIROI Saint Denis de La Reunion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5075","0","0","0","4"
"CONCOURS POLYTECH Inter-Filiere","ESIX Normandie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5033","0","0","0","5"
"CONCOURS POLYTECH Inter-Filiere","ESSTIN - Polytech Nancy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4967","3","66.7","66.7","20"
"CONCOURS POLYTECH Inter-Filiere","ISAT Nevers - departement MIT (Mecanique et Ingenierie des Transports)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2624","0","0","0","7"
"CONCOURS POLYTECH Inter-Filiere","ISAT Nevers - departement EPEE (Energies et Moteurs)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4191","1","0","0","14"
"CONCOURS POLYTECH Inter-Filiere","ESIPE Creteil - Genie Biomedial et Sante (ISBS)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4066","0","0","0","10"
"CONCOURS POLYTECH Inter-Filiere","ISEL Le Havre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5073","0","0","0","5"
"CONCOURS POLYTECH Inter-Filiere","ISIFC Besancon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3641","2","100","50","6"
"CONCOURS POLYTECH Inter-Filiere","ISIS Castres",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5031","2","50","0","9"
"CONCOURS POLYTECH Inter-Filiere","ISTIA Angers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5075","0","0","0","4"
"CONCOURS POLYTECH Inter-Filiere","ISTY Velizy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4979","1","0","100","5"
"CONCOURS POLYTECH Inter-Filiere","Polytech Annecy-Chambery - Environnement, Bâtiment, energie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4753","2","50","0","15"
"CONCOURS POLYTECH Inter-Filiere","Polytech Annecy-Chambery - Instrumentation, Automatique, Informatique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4728","2","50","0","3"
"CONCOURS POLYTECH Inter-Filiere","Polytech Annecy-Chambery - Mecanique, Materiaux",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4747","2","50","0","8"
"CONCOURS POLYTECH Inter-Filiere","Polytech Clermont-Ferrand - Genie Biologique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2099","0","0","0","5"
